 4430   Z88I5.TXT,via Z88G V12 NASTRAN
56448 +5.00000E+000 16364 16382 16384
56528 +5.00000E+000   519   518   429
56531 +5.00000E+000   841   839   836
56712 +5.00000E+000 15186 15189 15192
56719 +5.00000E+000 15182 15180 15177
56802 +5.00000E+000 16450 16452 16413
56837 +5.00000E+000 15260 15257 15254
56838 +5.00000E+000 15009 15265 15270
56839 +5.00000E+000 15935 15979 15977
56842 +5.00000E+000 15257 15252 15254
56843 +5.00000E+000 15988 16008 16007
56847 +5.00000E+000 16552 16551 16555
56850 +5.00000E+000 16551 16295 16506
56857 +5.00000E+000 15878 15877 15883
57022 +5.00000E+000   821   827   822
57036 +5.00000E+000   740   242   243
57068 +5.00000E+000   373   744   221
57370 +5.00000E+000 15989 15947 15948
57371 +5.00000E+000 15981 15982 15985
57372 +5.00000E+000 15982 15986 15985
57373 +5.00000E+000 15982 15991 15986
57385 +5.00000E+000 15555 15608 15556
57386 +5.00000E+000 15613 15606 15614
57387 +5.00000E+000 15599 15585 15601
57390 +5.00000E+000 15612 15610 15609
57391 +5.00000E+000 15613 15614 15616
57393 +5.00000E+000 15949 15944 15950
57400 +5.00000E+000 15967 15968 15971
57402 +5.00000E+000 16233 16232 16231
57407 +5.00000E+000 16234 16228 16229
57564 +5.00000E+000 16324 16320 16327
57568 +5.00000E+000   512   507   509
57580 +5.00000E+000   837   801   802
57586 +5.00000E+000   243   739   740
57821 +5.00000E+000 16410 16399 16397
57932 +5.00000E+000 15511 15534 15533
57934 +5.00000E+000 16232 16154 16231
58043 +5.00000E+000 15868 15871 15910
58045 +5.00000E+000   821   808   810
58047 +5.00000E+000 15910 15915 15912
58138 +5.00000E+000   833   830   849
58271 +5.00000E+000   231   232   382
58365 +5.00000E+000 15449 15444 15443
58496 +5.00000E+000 15314 15316 15345
58498 +5.00000E+000 16654 15694 16317
58500 +5.00000E+000 15746 16063 15745
58504 +5.00000E+000 15244 15243 15280
58506 +5.00000E+000 16318 16321 16317
58509 +5.00000E+000 15630 15558 15629
58515 +5.00000E+000 15965 15966 15968
58521 +5.00000E+000 15944 15941 15942
58524 +5.00000E+000 16519 16522 16521
58530 +5.00000E+000   550   552   553
58532 +5.00000E+000 16668 15030 16667
58598 +5.00000E+000 16445 16447 16444
58599 +5.00000E+000 16454 16164 16163
58643 +5.00000E+000   506   293   508
58650 +5.00000E+000   508   514   517
58658 +5.00000E+000   818   816   815
58668 +5.00000E+000 15902 15900 15911
58671 +5.00000E+000   807   804   809
58674 +5.00000E+000   829   827   816
58903 +5.00000E+000   442   307   308
59036 +5.00000E+000 15016 15278 15277
59040 +5.00000E+000 15277 15278 15239
59046 +5.00000E+000 15609 15613 15615
59048 +5.00000E+000 15610 15612 15611
59055 +5.00000E+000 16228 16234 16230
59065 +5.00000E+000 16074 16076 16073
59067 +5.00000E+000   404   489   525
59203 +5.00000E+000 15143 15144 15402
59204 +5.00000E+000   218   754   217
59462 +5.00000E+000 15724 16101 15723
59556 +5.00000E+000 15225 15226 15220
59567 +5.00000E+000 15718 15717 15851
59568 +5.00000E+000 15776 15772 15773
59572 +5.00000E+000 15596 15617 15595
59574 +5.00000E+000 15604 15619 15606
59581 +5.00000E+000 15957 15557 15558
59584 +5.00000E+000   689   687   686
59588 +5.00000E+000 16228 16225 16222
59589 +5.00000E+000 16225 16224 16223
59600 +5.00000E+000   528   188   401
59602 +5.00000E+000   528   426   188
59750 +5.00000E+000   295   296   514
59766 +5.00000E+000   698   687   700
59845 +5.00000E+000   623   628   625
59916 +5.00000E+000   445   444   310
59946 +5.00000E+000 16025 16028 16027
60062 +5.00000E+000 15315 15333 15316
60063 +5.00000E+000 15311 15329 15312
60070 +5.00000E+000 15211 15212 15068
60074 +5.00000E+000 15229 15209 15208
60080 +5.00000E+000 16064 15744 15745
60081 +5.00000E+000 15229 15230 15209
60086 +5.00000E+000 15243 15241 15238
60087 +5.00000E+000 15236 15234 15233
60097 +5.00000E+000 15896 15557 15957
60107 +5.00000E+000 16673 16672 16299
60108 +5.00000E+000 16203 16201 16202
60109 +5.00000E+000 16227 16240 16229
60110 +5.00000E+000 16228 16230 16225
60246 +5.00000E+000   294   295   514
60248 +5.00000E+000   508   294   514
60257 +5.00000E+000   829   830   827
60260 +5.00000E+000   803   805   806
60261 +5.00000E+000   789   805   783
60355 +5.00000E+000 15820 15831 15822
60370 +5.00000E+000   627   622   320
60372 +5.00000E+000   629   630   628
60489 +5.00000E+000   309   443   308
60491 +5.00000E+000   442   308   443
60615 +5.00000E+000   517   515   431
60619 +5.00000E+000 15603 15606 15605
60623 +5.00000E+000 15609 15610 15608
60627 +5.00000E+000 15242 15283 15282
60631 +5.00000E+000 15535 15509 15536
60641 +5.00000E+000 15281 15242 15282
60649 +5.00000E+000 16341 16343 16339
60651 +5.00000E+000   404   525   403
60652 +5.00000E+000 15024 16661 15025
60774 +5.00000E+000 15234 15236 15281
60775 +5.00000E+000   508   293   294
60787 +5.00000E+000   806   811   812
60857 +5.00000E+000 15397 15327 15324
60864 +5.00000E+000 15145 15146 15419
60880 +5.00000E+000 15402 15145 15413
60883 +5.00000E+000   756   755   751
60928 +5.00000E+000   643   639   642
60930 +5.00000E+000   449   448   314
61034 +5.00000E+000 16485 16486 16491
61168 +5.00000E+000   299   435   434
61169 +5.00000E+000   516   433   515
61174 +5.00000E+000 15954 15958 15956
61640 +5.00000E+000 15320 15329 15311
61652 +5.00000E+000 15225 15219 15222
61653 +5.00000E+000 15220 15217 15219
61656 +5.00000E+000 15232 15230 15229
61662 +5.00000E+000 15829 15831 15820
61674 +5.00000E+000 16322 16325 16339
61677 +5.00000E+000   409   497   408
61712 +5.00000E+000   580   589   578
61752 +5.00000E+000 16449 16454 16451
61794 +5.00000E+000   336   337   797
61802 +5.00000E+000   794   797   795
61828 +5.00000E+000 15401 15143 15402
61904 +5.00000E+000   627   629   628
61982 +5.00000E+000 16400 16403 16402
62107 +5.00000E+000 16328 16327 15742
62108 +5.00000E+000 16319 15744 16320
62255 +5.00000E+000   791   798   799
62258 +5.00000E+000   797   800   795
62341 +5.00000E+000   572   571   578
62584 +5.00000E+000 15223 15221 15193
62585 +5.00000E+000 15225 15228 15226
62590 +5.00000E+000 15827 15825 15828
62591 +5.00000E+000 15714 16091 15713
62603 +5.00000E+000 15605 15602 15601
62618 +5.00000E+000 15953 15956 15955
62620 +5.00000E+000 16173 16172 15576
62628 +5.00000E+000 16477 16478 16300
62729 +5.00000E+000 16449 16448 16454
62774 +5.00000E+000   609   604   606
62836 +5.00000E+000   516   297   298
63009 +5.00000E+000   304   439   438
63013 +5.00000E+000 15202 15203 15197
63021 +5.00000E+000   440   439   305
63147 +5.00000E+000 15297 15300 15298
63151 +5.00000E+000 15201 15214 15204
63152 +5.00000E+000 16111 15732 15733
63168 +5.00000E+000   660   662   665
63171 +5.00000E+000 16185 16190 16187
63172 +5.00000E+000 16239 16241 16238
63184 +5.00000E+000 16217 16220 16221
63189 +5.00000E+000 16219 16221 16239
63193 +5.00000E+000 16214 16122 16121
63195 +5.00000E+000 16218 16216 16219
63253 +5.00000E+000   589   594   590
63393 +5.00000E+000   507   512   510
63395 +5.00000E+000   504   505   502
63563 +5.00000E+000 15231 15229 15218
63566 +5.00000E+000 15208 15218 15229
63570 +5.00000E+000 15218 15205 15217
63651 +5.00000E+000 15301 15311 15309
63657 +5.00000E+000 15204 15214 15217
63659 +5.00000E+000 15216 15215 15221
63660 +5.00000E+000 15216 15222 15219
63661 +5.00000E+000 15185 15184 15187
63662 +5.00000E+000 15694 16080 15736
63667 +5.00000E+000 15214 15219 15217
63682 +5.00000E+000 15952 15949 15950
63689 +5.00000E+000 16217 16213 16215
63690 +5.00000E+000 16217 16215 16220
63698 +5.00000E+000 16319 16320 16323
63702 +5.00000E+000 16064 16061 15744
63704 +5.00000E+000 15243 15244 15241
63715 +5.00000E+000 16062 15743 15744
63717 +5.00000E+000   563   417   418
63954 +5.00000E+000   517   514   515
64018 +5.00000E+000 15347 15352 15350
64081 +5.00000E+000 16011 15733 15732
64115 +5.00000E+000 15077 15078 15196
64120 +5.00000E+000 15197 15203 15074
64126 +5.00000E+000 16313 16345 16312
64133 +5.00000E+000 15743 16327 16320
64221 +5.00000E+000 16257 16254 16255
64222 +5.00000E+000 16257 16262 16256
64247 +5.00000E+000   510   505   504
64252 +5.00000E+000   504   507   510
64254 +5.00000E+000   511   505   510
64265 +5.00000E+000   794   793   796
64282 +5.00000E+000   777   782   780
64524 +5.00000E+000 15421 15418 15417
64645 +5.00000E+000   709   712   707
64655 +5.00000E+000 15205 15202 15204
64663 +5.00000E+000 15214 15201 15213
64664 +5.00000E+000 15202 15199 15204
64665 +5.00000E+000 15197 15199 15202
64676 +5.00000E+000 16680 16292 16681
64822 +5.00000E+000 16147 16630 16629
64827 +5.00000E+000 16221 16242 16239
64831 +5.00000E+000 16264 16260 16262
64835 +5.00000E+000 16252 16253 16258
64976 +5.00000E+000   759   644   634
65015 +5.00000E+000   314   448   313
65058 +5.00000E+000 15415 15409 15412
65060 +5.00000E+000 15191 15251 15252
65066 +5.00000E+000 15192 15189 15194
65191 +5.00000E+000 15606 15619 15614
65192 +5.00000E+000 15598 15506 15621
65206 +5.00000E+000 15939 15934 15930
65209 +5.00000E+000 15923 15941 15938
65216 +5.00000E+000 15727 16105 15726
65219 +5.00000E+000 15943 15946 15940
65223 +5.00000E+000 16121 16215 16214
65224 +5.00000E+000 15692 15500 15572
65428 +5.00000E+000   504   501   507
65433 +5.00000E+000   660   659   662
65663 +5.00000E+000 15242 15241 15244
65739 +5.00000E+000 15174 15176 15200
65741 +5.00000E+000 15088 15089 15177
65744 +5.00000E+000 16010 16007 16008
65747 +5.00000E+000 15195 15192 15194
65749 +5.00000E+000 16014 16013 16010
65759 +5.00000E+000 15593 15594 15596
65760 +5.00000E+000 15939 15940 15945
65779 +5.00000E+000 16323 16321 16319
65785 +5.00000E+000 16560 16559 16556
65881 +5.00000E+000 15247 15093 15094
65887 +5.00000E+000 15931 15933 15935
65888 +5.00000E+000   661   776   662
65890 +5.00000E+000   767   770   772
65893 +5.00000E+000   662   776   777
65895 +5.00000E+000 16099 15721 15722
66200 +5.00000E+000 15298 15296 15297
66205 +5.00000E+000 15183 15182 15188
66215 +5.00000E+000 15215 15185 15187
66222 +5.00000E+000 15938 15941 15943
66229 +5.00000E+000 16122 16191 16190
66359 +5.00000E+000   682   664   684
66362 +5.00000E+000   803   806   804
66463 +5.00000E+000   383   382   232
66464 +5.00000E+000 15471 15470 15156
66485 +5.00000E+000 16439 16484 16483
66558 +5.00000E+000 15784 15766 15767
66563 +5.00000E+000 16017 16020 16019
66699 +5.00000E+000 15477 15163 15164
66884 +5.00000E+000   499   407   408
66955 +5.00000E+000   856   857   851
66956 +5.00000E+000   852   849   854
66981 +5.00000E+000   383   233   384
67166 +5.00000E+000   234   235   743
67172 +5.00000E+000   386   236   237
67175 +5.00000E+000 15158 15159 15472
67187 +5.00000E+000   804   806   809
67193 +5.00000E+000   804   685   803
67200 +5.00000E+000 16410 16428 16419
67202 +5.00000E+000 16189 16211 16210
67210 +5.00000E+000 16240 16238 16241
67214 +5.00000E+000 16212 16197 16210
67216 +5.00000E+000 16199 16212 16207
67272 +5.00000E+000 15285 15020 15286
67281 +5.00000E+000 15021 15286 15020
67290 +5.00000E+000 15288 15021 15022
67537 +5.00000E+000 15997 16000 15999
67538 +5.00000E+000 15999 15986 15997
67656 +5.00000E+000 15345 15334 15346
67658 +5.00000E+000 15300 15303 15301
67665 +5.00000E+000 15506 15505 15537
67666 +5.00000E+000 15620 15623 15619
67667 +5.00000E+000 16277 16285 16284
67673 +5.00000E+000 15909 15910 15912
67730 +5.00000E+000 16405 16384 16444
67767 +5.00000E+000   324   758   630
67770 +5.00000E+000   796   793   334
67956 +5.00000E+000 15180 15087 15177
68070 +5.00000E+000 16312 16346 16311
68071 +5.00000E+000   488   522   525
68103 +5.00000E+000 15559 15631 15560
68105 +5.00000E+000 15561 15637 15638
68109 +5.00000E+000 15611 15629 15558
68210 +5.00000E+000 16206 16202 16198
68516 +5.00000E+000 15456 15479 15454
68568 +5.00000E+000 15145 15419 15413
68579 +5.00000E+000 15145 15402 15144
68587 +5.00000E+000 15932 15935 15977
68589 +5.00000E+000 15936 15979 15935
68590 +5.00000E+000 15981 15979 15982
68603 +5.00000E+000 15725 15926 15931
68609 +5.00000E+000   489   405   498
68613 +5.00000E+000 15122 15123 15025
68614 +5.00000E+000 16664 16307 16665
68617 +5.00000E+000   489   404   405
68618 +5.00000E+000   498   487   489
68641 +5.00000E+000 15969 15970 15966
68642 +5.00000E+000 15560 15631 15561
68786 +5.00000E+000   213   214   757
68812 +5.00000E+000 15782 15780 15783
68880 +5.00000E+000 16114 15016 16113
68893 +5.00000E+000   227   228   378
69046 +5.00000E+000   399   611   398
69047 +5.00000E+000 16292 16291 16681
69050 +5.00000E+000 15042 16680 15043
69053 +5.00000E+000 15129 15043 15044
69119 +5.00000E+000 15637 15641 15643
69139 +5.00000E+000 15785 15767 15801
69175 +5.00000E+000 15845 15849 15846
69195 +5.00000E+000   365   721   746
69199 +5.00000E+000   750   747   752
69200 +5.00000E+000   751   745   750
69209 +5.00000E+000   750   367   747
69242 +5.00000E+000   889   888   904
69289 +5.00000E+000   825   828   831
69294 +5.00000E+000   849   851   854
69399 +5.00000E+000 16435 16434 16432
69432 +5.00000E+000 16344 16347 16343
69482 +5.00000E+000 16645 16646 15699
69560 +5.00000E+000 15131 15296 15130
69561 +5.00000E+000 15865 15860 15866
69564 +5.00000E+000 15582 15547 15579
69566 +5.00000E+000 15584 15586 15588
69592 +5.00000E+000   422   423   602
69607 +5.00000E+000 15958 15963 15960
69610 +5.00000E+000 15956 15958 15960
69694 +5.00000E+000   475   491   494
69698 +5.00000E+000   747   367   366
69905 +5.00000E+000 15992 15998 15997
69908 +5.00000E+000 15986 15991 15997
70003 +5.00000E+000   823   705   704
70004 +5.00000E+000   711   708   710
70006 +5.00000E+000 15295 15052 15296
70009 +5.00000E+000 15580 15584 15579
70015 +5.00000E+000 15919 15917 15920
70020 +5.00000E+000 16550 16608 16548
70030 +5.00000E+000   552   550   495
70036 +5.00000E+000 16228 16226 16229
70037 +5.00000E+000 16226 16222 16208
70047 +5.00000E+000 16481 16501 16499
70199 +5.00000E+000   476   473   475
70206 +5.00000E+000 16422 16420 16424
70257 +5.00000E+000 16436 16425 16430
70323 +5.00000E+000 15150 15459 15424
70579 +5.00000E+000 15871 15913 15910
70580 +5.00000E+000 15304 15295 15296
70582 +5.00000E+000 15918 15915 15921
70587 +5.00000E+000 15912 15917 15911
70610 +5.00000E+000 15896 15892 15895
70672 +5.00000E+000   274   474   470
70823 +5.00000E+000 15249 15247 15095
70936 +5.00000E+000 15119 15028 15029
70945 +5.00000E+000 15918 15921 15923
70947 +5.00000E+000 15961 15962 15965
70953 +5.00000E+000 15894 15891 15892
70956 +5.00000E+000 16203 16205 16204
70961 +5.00000E+000 16430 16425 16421
70962 +5.00000E+000   554   555   538
70963 +5.00000E+000 16477 16481 16478
70988 +5.00000E+000 15963 15964 15960
71160 +5.00000E+000 16237 16236 16234
71444 +5.00000E+000 15116 15032 15115
71447 +5.00000E+000 15032 15114 15115
71448 +5.00000E+000 15113 15033 15034
71453 +5.00000E+000 15685 15687 15686
71465 +5.00000E+000 16173 15576 15575
71466 +5.00000E+000 15575 15576 15688
71469 +5.00000E+000 16172 15577 15576
71472 +5.00000E+000 16188 16197 16182
71475 +5.00000E+000   684   666   781
71482 +5.00000E+000 16480 16491 16493
71515 +5.00000E+000 15869 15872 15871
71526 +5.00000E+000 15880 15884 15882
71563 +5.00000E+000 16460 16467 16461
71564 +5.00000E+000 16410 16419 16399
71578 +5.00000E+000 15814 15873 15813
71808 +5.00000E+000 15397 15328 15327
71853 +5.00000E+000 16119 16120 16143
71887 +5.00000E+000 15292 15291 15049
71891 +5.00000E+000 16303 16304 16423
71901 +5.00000E+000 15658 15565 15564
71910 +5.00000E+000 15917 15912 15918
72034 +5.00000E+000 15937 15938 15940
72144 +5.00000E+000   846   845   847
72340 +5.00000E+000   347   672   346
72343 +5.00000E+000 15898 15721 15720
72344 +5.00000E+000   672   347   671
72347 +5.00000E+000 15929 15930 15933
72350 +5.00000E+000 15257 15260 15263
72352 +5.00000E+000 16105 16104 15726
72354 +5.00000E+000 15267 15099 14983
72356 +5.00000E+000   656   667   637
72357 +5.00000E+000   664   682   676
72360 +5.00000E+000 15059 15060 15268
72363 +5.00000E+000 15916 15921 15915
72368 +5.00000E+000 15915 15918 15912
72386 +5.00000E+000 16200 16202 16201
72395 +5.00000E+000 16162 16200 16161
72401 +5.00000E+000 16561 16559 16562
72402 +5.00000E+000 15107 15039 15040
72560 +5.00000E+000   733   736   737
72567 +5.00000E+000   732   735   736
72759 +5.00000E+000 15179 15245 15246
72763 +5.00000E+000   645   761   762
72764 +5.00000E+000   764   762   761
72765 +5.00000E+000 15246 15253 15251
72817 +5.00000E+000 16573 16591 16582
72871 +5.00000E+000 15933 15934 15936
72879 +5.00000E+000 15728 16105 15727
72898 +5.00000E+000 15629 15612 15615
72911 +5.00000E+000 16200 16162 16195
72926 +5.00000E+000   584   583   586
72945 +5.00000E+000 15560 15969 15963
73207 +5.00000E+000   646   641   640
73307 +5.00000E+000   347   348   671
73309 +5.00000E+000 15718 15719 16096
73314 +5.00000E+000   629   321   322
73317 +5.00000E+000 15085 15172 15084
73323 +5.00000E+000 15083 15084 15172
73324 +5.00000E+000   621   453   620
73326 +5.00000E+000   631   632   626
73333 +5.00000E+000 15090 15179 15178
73336 +5.00000E+000 15844 15881 15862
73340 +5.00000E+000 15853 15854 15856
73346 +5.00000E+000 15914 15893 15953
73347 +5.00000E+000 15913 15916 15915
73424 +5.00000E+000 15937 15939 15928
73461 +5.00000E+000   600   595   597
73463 +5.00000E+000   726   724   725
73525 +5.00000E+000   832   872   870
73751 +5.00000E+000 15190 15246 15251
73752 +5.00000E+000 15190 15179 15246
73755 +5.00000E+000 15188 15191 15189
73759 +5.00000E+000 15874 15877 15878
73761 +5.00000E+000 15583 15585 15550
73764 +5.00000E+000   823   704   820
73765 +5.00000E+000   705   824   710
73852 +5.00000E+000   665   662   777
73858 +5.00000E+000 15939 15937 15940
73860 +5.00000E+000   780   665   777
73937 +5.00000E+000   488   489   486
74036 +5.00000E+000   754   370   755
74128 +5.00000E+000 15170 15174 15171
74265 +5.00000E+000 14999 15000 15291
74282 +5.00000E+000 15184 15175 15181
74286 +5.00000E+000 15173 15083 15172
74291 +5.00000E+000 16203 16160 16201
74293 +5.00000E+000 16461 16459 16457
74383 +5.00000E+000   486   489   487
74385 +5.00000E+000 16665 16307 16306
74387 +5.00000E+000   712   359   358
74388 +5.00000E+000   362   361   716
74442 +5.00000E+000 16612 16610 16608
74532 +5.00000E+000   885   884   890
74647 +5.00000E+000   304   438   303
74648 +5.00000E+000   303   438   437
74649 +5.00000E+000 15203 15206 15073
74652 +5.00000E+000 15197 15075 15076
74664 +5.00000E+000 15208 15206 15203
74672 +5.00000E+000 15894 15893 15891
74674 +5.00000E+000 15872 15870 15893
74676 +5.00000E+000 15915 15910 15913
74761 +5.00000E+000 16455 16162 16460
75058 +5.00000E+000 15946 15948 15945
75146 +5.00000E+000   511   513   526
75148 +5.00000E+000 16343 16345 16340
75151 +5.00000E+000 16656 15019 16655
75152 +5.00000E+000 15285 15244 15019
75160 +5.00000E+000 15905 15906 15908
75167 +5.00000E+000   803   781   805
75179 +5.00000E+000 16194 16198 16195
75325 +5.00000E+000   695   694   697
75483 +5.00000E+000 15170 15081 15173
75484 +5.00000E+000 15174 15170 15173
75605 +5.00000E+000 15904 15925 15723
75607 +5.00000E+000 15007 15270 15271
75613 +5.00000E+000 15650 15508 15509
75616 +5.00000E+000 15628 15508 15649
75623 +5.00000E+000 15898 15897 15901
75624 +5.00000E+000   673   694   695
75625 +5.00000E+000 15908 15927 15907
75626 +5.00000E+000 15719 15897 15720
75629 +5.00000E+000 16163 16193 16195
75634 +5.00000E+000 16196 16197 16199
75767 +5.00000E+000   502   505   503
75769 +5.00000E+000   485   482   484
75774 +5.00000E+000   485   522   488
75778 +5.00000E+000   486   483   488
75779 +5.00000E+000   485   484   521
75784 +5.00000E+000   697   703   706
75790 +5.00000E+000 15299 15300 15133
75795 +5.00000E+000   672   694   673
75796 +5.00000E+000   708   703   710
75799 +5.00000E+000   671   690   672
75801 +5.00000E+000   702   699   704
75803 +5.00000E+000 15907 15903 15905
75804 +5.00000E+000   697   696   702
76041 +5.00000E+000 16314 16340 16313
76044 +5.00000E+000 15101 15102 15286
76046 +5.00000E+000   400   186   612
76061 +5.00000E+000 16166 16192 16165
76065 +5.00000E+000 16176 16166 16167
76133 +5.00000E+000 16457 16459 16456
76139 +5.00000E+000 16461 16466 16459
76184 +5.00000E+000   503   469   502
76185 +5.00000E+000   523   526   524
76192 +5.00000E+000   356   706   357
76500 +5.00000E+000 16595 16592 16577
76541 +5.00000E+000 15287 15286 15021
76546 +5.00000E+000 16658 16659 15022
76548 +5.00000E+000   348   670   671
76608 +5.00000E+000 15887 15891 15870
76662 +5.00000E+000 16457 16460 16461
76671 +5.00000E+000 16466 16467 16469
76703 +5.00000E+000   503   484   469
76709 +5.00000E+000 15902 15906 15905
76711 +5.00000E+000   693   691   690
76714 +5.00000E+000   679   678   681
76716 +5.00000E+000   687   692   681
76864 +5.00000E+000 15064 15065 15281
76867 +5.00000E+000 16331 16324 16327
76868 +5.00000E+000 16324 16326 16323
76946 +5.00000E+000   692   679   681
76949 +5.00000E+000 16100 16099 15722
76950 +5.00000E+000 15907 15904 15903
76955 +5.00000E+000 15722 15721 15903
76962 +5.00000E+000 15692 15572 15691
76963 +5.00000E+000 16191 16214 16211
76973 +5.00000E+000 15691 15572 15573
76975 +5.00000E+000 16141 16117 16118
76981 +5.00000E+000 16181 16177 16179
77001 +5.00000E+000   560   563   561
77095 +5.00000E+000   674   676   677
77234 +5.00000E+000 16326 16341 16325
77238 +5.00000E+000 16323 16326 16325
77325 +5.00000E+000   671   679   690
77326 +5.00000E+000 15849 15845 15847
77328 +5.00000E+000 16184 16185 16187
77331 +5.00000E+000 15677 15510 15511
77333 +5.00000E+000 16187 16190 16191
77340 +5.00000E+000 16460 16161 16467
77362 +5.00000E+000 16160 16467 16161
77477 +5.00000E+000   680   683   686
77481 +5.00000E+000   636   655   656
77482 +5.00000E+000 15908 15928 15927
77483 +5.00000E+000   675   677   680
77488 +5.00000E+000   676   682   677
77491 +5.00000E+000   683   677   682
77492 +5.00000E+000 15261 15266 15269
77495 +5.00000E+000 15852 15855 15897
77577 +5.00000E+000   563   560   562
77781 +5.00000E+000 15572 15500 16185
77787 +5.00000E+000 15651 15653 15642
77789 +5.00000E+000 15901 15902 15905
77791 +5.00000E+000   686   687   681
77793 +5.00000E+000 15845 15846 15716
77795 +5.00000E+000 15849 15847 15850
77801 +5.00000E+000 16122 16190 16123
77803 +5.00000E+000 16461 16467 16466
77870 +5.00000E+000 16204 16159 16160
77874 +5.00000E+000 16469 16160 16159
77883 +5.00000E+000 15952 15950 15973
77926 +5.00000E+000   483   486   480
77931 +5.00000E+000   481   487   492
77932 +5.00000E+000   680   686   681
77933 +5.00000E+000   683   680   677
77937 +5.00000E+000 15901 15903 15898
77938 +5.00000E+000 15721 15898 15903
77944 +5.00000E+000   678   675   680
78118 +5.00000E+000   768   765   767
78172 +5.00000E+000 15063 15282 15062
78177 +5.00000E+000   509   518   519
78185 +5.00000E+000 15904 15907 15925
78187 +5.00000E+000 15719 15720 16097
78190 +5.00000E+000 15057 15003 15004
78194 +5.00000E+000 15056 15002 15003
78195 +5.00000E+000 16099 15002 16098
78198 +5.00000E+000 15682 15684 15691
78199 +5.00000E+000 16174 15575 15574
78200 +5.00000E+000 15684 15512 15692
78202 +5.00000E+000 16141 16118 16142
78204 +5.00000E+000 15505 15504 15537
78205 +5.00000E+000 15618 15617 15596
78267 +5.00000E+000 16463 16459 16466
78319 +5.00000E+000   479   471   279
78450 +5.00000E+000   480   477   483
78521 +5.00000E+000   785   787   790
78526 +5.00000E+000   784   786   787
78580 +5.00000E+000 15722 15904 15723
78592 +5.00000E+000 15054 15053 15000
78593 +5.00000E+000   349   670   348
78598 +5.00000E+000 16154 16544 16155
78663 +5.00000E+000 16160 16203 16204
78664 +5.00000E+000 16470 16531 16528
78726 +5.00000E+000 16096 16095 15718
78727 +5.00000E+000   706   695   697
78842 +5.00000E+000   500   291   292
78920 +5.00000E+000 15238 15235 15232
78928 +5.00000E+000   795   790   787
78973 +5.00000E+000 16318 16319 16321
78974 +5.00000E+000 15745 16319 16318
78975 +5.00000E+000 15281 15236 15242
78978 +5.00000E+000 15235 15236 15233
78989 +5.00000E+000   710   703   705
78992 +5.00000E+000 15720 15897 15898
78994 +5.00000E+000 15682 15679 15680
78995 +5.00000E+000 16317 16321 16316
78998 +5.00000E+000 16189 16188 16186
79065 +5.00000E+000   589   584   594
79104 +5.00000E+000 16468 16466 16469
79121 +5.00000E+000 15940 15938 15943
79139 +5.00000E+000 15951 15949 15952
79421 +5.00000E+000 15669 15664 15670
79422 +5.00000E+000 15667 15668 15666
79426 +5.00000E+000 16141 16126 16140
79427 +5.00000E+000 16123 16190 16185
79428 +5.00000E+000 16211 16215 16213
79434 +5.00000E+000 15652 15650 15655
79515 +5.00000E+000 15923 15921 15924
79560 +5.00000E+000   492   479   481
79721 +5.00000E+000   781   666   780
79739 +5.00000E+000   782   783   780
79791 +5.00000E+000 15667 15660 15663
79809 +5.00000E+000 15309 15306 15301
79813 +5.00000E+000 16253 16252 16251
79831 +5.00000E+000 16251 16151 16152
79866 +5.00000E+000   594   596   597
79884 +5.00000E+000 15996 15995 15993
79888 +5.00000E+000 16326 16324 16333
79932 +5.00000E+000   492   490   479
79941 +5.00000E+000 15930 15927 15928
79944 +5.00000E+000   663   657   660
79951 +5.00000E+000   684   803   685
80049 +5.00000E+000   503   523   521
80219 +5.00000E+000 16341 16339 16325
80221 +5.00000E+000 15478 15163 15477
80225 +5.00000E+000 15162 15163 15478
80230 +5.00000E+000 15870 15891 15893
80235 +5.00000E+000 16259 16148 16149
80327 +5.00000E+000 15949 15946 15943
80335 +5.00000E+000 15724 16103 16102
80338 +5.00000E+000   635   652   655
80628 +5.00000E+000 15880 15879 15876
80637 +5.00000E+000 15896 15895 15556
80638 +5.00000E+000 15888 15892 15891
80642 +5.00000E+000 15895 15892 15890
80651 +5.00000E+000 16180 16188 16182
80657 +5.00000E+000 16172 16173 16177
80663 +5.00000E+000   590   594   595
80750 +5.00000E+000   771   774   770
80751 +5.00000E+000   654   651   653
80865 +5.00000E+000   500   507   501
81014 +5.00000E+000 15276 15274 15014
81015 +5.00000E+000 16011 16012 15733
81021 +5.00000E+000 15015 15277 15276
81022 +5.00000E+000 15278 15016 15017
81022 +5.00000E+000 16114 15017 15016
81029 +5.00000E+000 15574 16183 16174
81031 +5.00000E+000 16173 16174 16179
81127 +5.00000E+000 16157 16537 16532
81179 +5.00000E+000 15931 15929 15933
81313 +5.00000E+000 16518 16515 16516
81382 +5.00000E+000 15432 15438 15443
81384 +5.00000E+000 15657 15643 15661
81386 +5.00000E+000 15640 15637 15643
81399 +5.00000E+000 15574 15575 15689
81400 +5.00000E+000 16184 16183 15573
81413 +5.00000E+000 15538 15546 15695
81518 +5.00000E+000 16159 16470 16469
81555 +5.00000E+000   646   647   641
81560 +5.00000E+000   467   636   637
81665 +5.00000E+000   535   530   529
81667 +5.00000E+000   530   269   529
81818 +5.00000E+000 16648 16651 16652
81876 +5.00000E+000 15754 15768 15751
81950 +5.00000E+000   472   276   277
82117 +5.00000E+000   841   836   838
82134 +5.00000E+000   810   815   816
